Label TC,Pinyin,Translation,Name TC,Name EN,Others TC,Others EN,Other Possibilities,Region,Category,Sights,Voyages,Source URL,Wiki EN,Wiki ZH,LOC URL,Page,x,y,lat,lng,Kamal Angle,geometry.type,type
官廠,guānchǎng,Government Mill (trading base),蘇門答剌附近的未知地點,Unknown location near Samudera,,,,Indonesia,building,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ,,,https://loc.gov/resource/g7821rm.gct00058/?sp=16,31,24792,2104,5.181406,97.141529,,Point,Feature
北暹,Běixiān,North Siam,勃劳,Palauk,,,,Myanmar,town,,,http://www.world10k.com/blog/?p=1095,https://en.wikipedia.org/wiki/Palauk,,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,24170,978,13.2622,98.6314,,Point,Feature
答那思里,Dánàsīlǐ,[transliteration],丹那沙林,Tenasserim Island,,Tanangthayi Kyun,,Myanmar,island,,,http://www.world10k.com/blog/?p=1115,https://en.wikipedia.org/wiki/Tenasserim_Island,https://zh.wikipedia.org/wiki/%E5%BE%B7%E6%9E%97%E8%BE%BE%E4%BE%9D%E7%9C%81,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,24128,1712,12.5667,97.8500,,Point,Feature
大小花面,Dàxiǎohuāmiàn,Big and Small Tatooed Faces,米拉务,Meulaboh,,,near Rigaih Bay [Mills 282],Indonesia,peninsula,,,http://www.world10k.com/blog/?p=1124,https://en.wikipedia.org/wiki/Meulaboh,https://baike.baidu.com/item/4%C2%B729%E5%8D%B0%E5%BA%A6%E5%B0%BC%E8%A5%BF%E4%BA%9A%E7%B1%B3%E6%8B%89%E5%8A%A1%E5%9C%B0%E9%9C%87,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,24088,3076,4.1333,96.1167,,Point,Feature
打歪,Dǎwāi,[transliteration],土瓦,Dawei,,Tavoy,,Myanmar,town,,,http://www.world10k.com/blog/?p=1116,https://en.wikipedia.org/wiki/Dawei,https://zh.wikipedia.org/wiki/%E5%9C%9F%E7%93%A6,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,23606,436,13.0659,98.1423,,Point,Feature
打歪嶼,Dǎwāiyǔ,[transliteration],默利岛,Mali Kyun,,Tavoy Island,,Myanmar,island,,,http://www.world10k.com/blog/?p=1116,https://en.wikipedia.org/wiki/Mali_Kyun,https://baike.baidu.com/item/%E9%BB%98%E5%88%A9%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,23446,1650,13.1000,98.2667,,Point,Feature
屏風山,Píngfēngshān,Windscreen Mountain,塞拉瓦阿甘火山,Seulawaih Agam,,,,Indonesia,mountain,,,http://www.world10k.com/blog/?p=1281,https://en.wikipedia.org/wiki/Seulawah_Agam,https://zh.wikipedia.org/wiki/%E5%A1%9E%E6%8B%89%E7%93%A6%E9%98%BF%E7%94%98%E7%81%AB%E5%B1%B1,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,23408,2548,5.4475,95.6558,,Point,Feature
打歪山,Dǎwāishān,[transliteration],,Dawei Point,,"Tavoy Point, Shin Maw Pagoda",,Myanmar,island,,,http://www.world10k.com/blog/?p=1116,,,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,23206,1344,13.5368,98.1673,,Point,Feature
有人家,yǒurénjiā,Inhabited,指拉賈島？,reffering to Raya Island?,,Puloraja,,Indonesia,descriptor,,,,,,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,23200,3652,4.8698,95.3774,,Point,Feature
八都馬,Bādūmǎ,[transiteration from Mon],八都馬,Mottama,,Martaban,,Myanmar,town,,,http://www.world10k.com/blog/?p=1079,https://en.wikipedia.org/wiki/Mottama,https://zh.wikipedia.org/wiki/%E5%85%AB%E9%83%BD%E9%A9%AC,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,23028,856,16.5333,97.6000,,Point,Feature
白土,Báitǔ,White Earth,,Ujung Masammuka,,,,Indonesia,peninsula,,,http://www.world10k.com/blog/?p=1086,https://sv.wikipedia.org/wiki/Ujung_Masammuka,,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,22867,2902,5.5751,95.2249,,Point,Feature
竹牌礁,Zhúpáijiāo,Bamboo Tablet Reef,,Moscos Islands,,,,Myanmar,island,,,http://www.world10k.com/blog/?p=1412,https://en.wikipedia.org/wiki/Moscos_Islands,,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,22772,1500,14.1250,97.8042,,Point,Feature
南巫星 (南巫里),Nánwūxīng (Nánwūlǐ),[transliteration of local name],南浡裡,Lamuri Kingdom,,Lambri,,Indonesia,town,,"1,2,4,5,6,7",http://www.world10k.com/blog/?p=1267,https://en.wikipedia.org/wiki/Lamuri_Kingdom,https://zh.wikipedia.org/wiki/%E5%8D%97%E6%B5%A1%E9%87%8C,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,22717,2586,5.5116,95.3579,,Point,Feature
克迭迷,Kèdiémí,[transliteration],,Kadonkani,,Bogale Township,Hainggyi Kyun/Cosmin [Mills 287],Myanmar,island,,,http://www.world10k.com/blog/?p=1211,https://en.wikipedia.org/wiki/Bogale_Township,https://zh.wikipedia.org/wiki/%E5%8D%9A%E8%91%9B%E7%A6%AE%E9%8E%AE,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,22357,1120,15.8015,95.1267,,Point,Feature
虎尾礁,Hǔwěijiāo,Tiger Tail reef,,Rusa Island,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1172,https://id.wikipedia.org/wiki/Pulau_Rusa,,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,22332,3872,5.2778,95.2048,,Point,Feature
帽山,Màoshān,Hat Island,韋島,Weh Island,,,,Indonesia,island,,,http://www.world10k.com/blog/?p=1247,https://en.wikipedia.org/wiki/Weh_Island,https://zh.wikipedia.org/wiki/%E9%9F%A6%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,22109,2305,5.8200,95.2800,,Point,Feature
馬船礁,Mǎchuánjiāo,Horse Boat Reef,勃生,island at the mouth of Pathein River,,,,Myanmar,island,,,http://www.world10k.com/blog/?p=1235,https://en.wikipedia.org/wiki/Pathein,https://zh.wikipedia.org/wiki/%E5%8B%83%E7%94%9F,https://loc.gov/resource/g7821rm.gct00058/?sp=16,32,21953,1442,16.0828,94.5550,,Point,Feature
翠藍嶼,Cuìlányǔ,Green Blue Island,尼科巴,Great Nicobar Island,,"Nakur, Nagur",,India,island,,"1,7",http://www.world10k.com/blog/?p=1113,https://en.wikipedia.org/wiki/Great_Nicobar_Island,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%B0%BC%E7%A7%91%E5%B7%B4%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,21479,1918,7.0300,93.8000,,Point,Feature
龍涎嶼,Lóngxiányǔ,Ambergris Island,,Pulau Breueh,,Poelau Bras,Poulo Rondo [Mills 200],Indonesia,island,,,http://www.world10k.com/blog/?p=1226,https://en.wikipedia.org/wiki/Breueh_Island,,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,21404,2964,5.7000,95.0667,,Point,Feature
馬旺山,Mǎwàngshān,[transliteration],曼昂島,Cheduba Island,,Manaung Island,,Myanmar,island,,,http://www.world10k.com/blog/?p=1234,https://en.wikipedia.org/wiki/Cheduba_Island,https://zh.wikipedia.org/wiki/%E6%9B%BC%E6%98%82%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,21105,1409,18.8000,93.6333,,Point,Feature
金嶼,Jīnyǔ,Gold Island,卡爾尼科巴島,Car Nicobar,,,,India,island,,,http://www.world10k.com/blog/?p=1203,https://en.wikipedia.org/wiki/Car_Nicobar,https://zh.wikipedia.org/wiki/%E5%8D%A1%E7%88%BE%E5%B0%BC%E7%A7%91%E5%B7%B4%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,21067,1790,9.17,92.78,,Point,Feature
大莫山,Dàmòshān,Big Nothing Mountain,,Pakusa Mountain,,,,Myanmar,mountain,,,http://www.world10k.com/blog/?p=1122,https://en.wikipedia.org/wiki/Sidoktaya,,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,20928,920,20.1443,94.1682,,Point,Feature
北平頭山,Běipíngtóushān,North Flat Head Island,小安達曼島,Little Andaman Island,,,,India,island,,,http://www.world10k.com/blog/?p=1095,https://en.wikipedia.org/wiki/Little_Andaman,https://zh.wikipedia.org/wiki/%E5%B0%8F%E5%AE%89%E9%81%94%E6%9B%BC%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,20726,1956,10.6500,92.4900,,Point,Feature
小莫山,Xiǎomòshān,Small Nothing Island,蘭里島,Ramree Island,,,,Myanmar,mountain,,,http://www.world10k.com/blog/?p=1364,https://en.wikipedia.org/wiki/Ramree_Island,https://zh.wikipedia.org/wiki/%E5%85%B0%E9%87%8C%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,20420,936,19.0667,93.8333,,Point,Feature
按篤蠻山,Àndǔmánshān,[transliteration],安達曼島,North Andaman Islands,,,,India,island,,,http://www.world10k.com/blog/?p=1065,https://en.wikipedia.org/wiki/Andaman_and_Nicobar_Islands,https://zh.wikipedia.org/wiki/%E5%AE%89%E8%BE%BE%E6%9B%BC-%E5%B0%BC%E7%A7%91%E5%B7%B4%E7%BE%A4%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,20222,1856,12.5581,92.8112,,Point,Feature
落坑山,Luòkēngshān,Pitfall Island,民光島,Myengun Kyun,,,,Myanmar,island,,,http://www.world10k.com/blog/?p=1230,https://sv.wikipedia.org/wiki/Myengun_Kyun,,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,19960,1552,19.9667,92.9833,,Point,Feature
落坑,Luòkēng,Pitfall,謬洪,Mrauk U,謬烏王國,Mrohaung,,Myanmar,town,,,http://www.world10k.com/blog/?p=1230,https://en.wikipedia.org/wiki/Kingdom_of_Mrauk_U,https://zh.wikipedia.org/wiki/%E8%B0%AC%E4%B9%8C%E7%8E%8B%E5%9B%BD,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,19708,745,20.5961,93.1941,,Point,Feature
龜頭山,Guītóushān,[transliteration],皎頭,Kyauktaw Mountain,,,,Myanmar,mountain,,,http://www.world10k.com/blog/?p=1168,https://en.wikipedia.org/wiki/Kyauktaw_Township,https://zh.wikipedia.org/wiki/%E7%9A%8E%E9%81%93%E9%8E%AE,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,19430,940,20.8500,92.9667,,Point,Feature
赤土山,Chìtǔshān,Red Earth Mountain,墨玉山,Mayu Mountain,,,,Myanmar,mountain,,,http://www.world10k.com/blog/?p=1112,https://en.wikipedia.org/wiki/Mayu_(river),https://zh.wikipedia.org/wiki/%E5%A2%A8%E7%8E%89%E6%B2%B3,https://loc.gov/resource/g7821rm.gct00058/?sp=17,33,19074,445,20.7015,92.5181,,Point,Feature
木客港,Mùkègǎng,[transliteration],馬赫什卡里烏帕齊拉,"Maheshkhali, Cox's Bazar",,,,Bangladesh,water body,,,http://www.world10k.com/blog/?p=2249,https://en.wikipedia.org/wiki/Maheshkhali_Upazila,https://zh.wikipedia.org/wiki/%E9%A6%AC%E8%B5%AB%E4%BB%80%E5%8D%A1%E9%87%8C%E7%83%8F%E5%B8%95%E9%BD%8A%E6%8B%89,https://loc.gov/resource/g7821rm.gct00058/?sp=17,34,18195,1036,21.5178,91.9877,,Point,Feature
撒地港,Sādegǎng,[transliteration],吉大港市,Chittagong,,,,Bangladesh,water body,,7,http://www.world10k.com/blog/?p=1296,https://en.wikipedia.org/wiki/Chittagong,https://zh.wikipedia.org/wiki/%E5%90%89%E5%A4%A7%E6%B8%AF%E5%B8%82,https://loc.gov/resource/g7821rm.gct00058/?sp=17,34,17464,584,22.3667,91.8000,,Point,Feature
九官人淺,Jiǔguānrénqiǎn,Nine Officials Shallows,松迪布島,Sandwip Island,,Sandvip,,Bangladesh,island,,,http://www.world10k.com/blog/?p=1205,https://en.wikipedia.org/wiki/Sandwip,https://zh.wikipedia.org/wiki/%E6%9D%BE%E8%BF%AA%E5%B8%83%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=17,34,17024,1096,22.4997,91.4947,,Point,Feature
已龍溜,Yǐlóngliū,Already Dragon Slip,拉姆環礁,Laamu Atoll,,,,Maldives,island,華蓋五指 二角,,http://www.world10k.com/blog/?p=1384,https://en.wikipedia.org/wiki/Laamu_Atoll,https://zh.wikipedia.org/wiki/%E6%8B%89%E5%A7%86%E7%92%B0%E7%A4%81,https://loc.gov/resource/g7821rm.gct00058/?sp=17,34,16799,2832,1.9115,73.5049,5.20,Point,Feature
榜葛剌,Bǎnggélá,[transliteration],孟加拉蘇丹國,Bengal Sultanate,,"Gaur, Gauḍa",,Bangladesh,area,,7,http://www.world10k.com/blog/?p=1093,https://en.wikipedia.org/wiki/Gau%E1%B8%8Da_(city),https://zh.wikipedia.org/wiki/%E5%AD%9F%E5%8A%A0%E6%8B%89%E8%98%87%E4%B8%B9%E5%9C%8B,https://loc.gov/resource/g7821rm.gct00058/?sp=17,34,16753,454,24.8703,88.1359,,Point,Feature
竹牌礁,Zhúpáijiāo,Bamboo Plate Reef,在今斯里蘭卡島東南岸外，今地不詳。,"unknown island, southeast of Sri Lanka",,Great Basses Reef? Rawana?,,Sri Lanka,island,,,http://www.world10k.com/blog/?p=1412,https://en.wikipedia.org/wiki/Great_Basses_Reef_Lighthouse,,https://loc.gov/resource/g7821rm.gct00058/?sp=17,34,16178,2472,6.1811,81.4795,,Point,Feature
麻林地,Málíndì,[transliteration],馬林迪,Malindi,,,,Kenya,town,,5,http://www.world10k.com/blog/?p=1240,https://en.wikipedia.org/wiki/Malindi,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,15858,4019,-3.2236,40.1300,,Point,Feature
佛堂,fótáng,Buddhist temple,亭可馬里,Trincomalee,,,,Sri Lanka,building,,,http://www.world10k.com/blog/?p=1154,https://en.wikipedia.org/wiki/Trincomalee,https://zh.wikipedia.org/wiki/%E4%BA%AD%E5%8F%AF%E9%A9%AC%E9%87%8C,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,15777,2575,5.9167,80.5833,,Point,Feature
沙剌溜,Shāláliū,Sandy Slash Slip,木拉庫環礁,Mulaku Atoll,,,,Maldives,island,華蓋六指一角,,http://www.world10k.com/blog/?p=1300,https://en.wikipedia.org/wiki/Mulaku_Atoll,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,15771,3517,3.1587,73.4630,6.25,Point,Feature
錫蘭山,Xīlánshān,[transliteration from Tamil?],"斯里蘭卡, 锡兰",Sri Lanka,,Ceylon,,Sri Lanka,island,,"1,3,4,5,6,7",http://www.world10k.com/blog/?p=1358,https://en.wikipedia.org/wiki/Sri_Lanka,https://zh.wikipedia.org/wiki/%E6%96%AF%E9%87%8C%E8%98%AD%E5%8D%A1,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,15625,1658,7.4496,80.6396,,Point,Feature
別羅里,Biéluólǐ,[transliteration],貝魯沃勒,Beruwala,,,,Sri Lanka,town,,7,http://www.world10k.com/blog/?p=1098,https://en.wikipedia.org/wiki/Beruwala,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,15178,2726,6.4667,79.9833,,Point,Feature
(千)佛堂,(Qiān) Fótáng,Buddhist temple,棟德臘,Dondra,,,,Sri Lanka,building,,,http://www.world10k.com/blog/?p=1154,https://en.wikipedia.org/wiki/Dondra,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,15165,1012,8.5670,81.2330,,Point,Feature
葛答幹,Gédágàn,[transliteration],,Ilha Quitangonha,,Jamali,,Mozambique,town,,,http://www.world10k.com/blog/?p=1164,https://ca.wikipedia.org/wiki/Quitangonha,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,15107,4069,-14.8607,40.8113,,Point,Feature
禮金務,Lǐjīnwù,Ceremony Gold Business,內貢博,Negombo,,,,Sri Lanka,town,,,http://www.world10k.com/blog/?p=1221,https://en.wikipedia.org/wiki/Negombo,https://zh.wikipedia.org/wiki/%E5%85%A7%E8%B2%A2%E5%8D%9A,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,14969,1626,7.2111,79.8386,,Point,Feature
高郎務,Gāolángwù,[transliteration],可倫坡,Colombo,,"Kotte, Kalanpu",,Sri Lanka,town,,3,http://www.world10k.com/blog/?p=1162,https://en.wikipedia.org/wiki/Colombo,https://zh.wikipedia.org/wiki/%E5%8F%AF%E5%80%AB%E5%9D%A1,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,14869,2104,6.9344,79.8428,,Point,Feature
官嶼,guānyǔ,Official Island,馬累,Malé,,,,Maldives,island,華蓋七指二角,4,http://www.world10k.com/blog/?p=1167,https://en.wikipedia.org/wiki/Mal%C3%A9,https://zh.wikipedia.org/wiki/%E9%A6%AC%E7%B4%AF,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,14824,3157,4.1753,73.5089,7.50,Point,Feature
門肥赤,Ménféichì,[transliteration],馬菲亞島,Mafia Island,,,,Tanzania,island,華蓋七指,,http://www.world10k.com/blog/?p=1249,https://en.wikipedia.org/wiki/Mafia_Island,https://zh.wikipedia.org/wiki/%E9%A9%AC%E8%8F%B2%E4%BA%9A%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,14701,3851,-7.7605,39.8254,7.00,Point,Feature
者剌則郎哈剌,Zhělázélánghālá,[transliteration],桑給巴爾群島,Zanzibar Archipelago,,Jezira Gezira,,Tanzania,town,華蓋七指,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=PA186&lpg=PA186&dq=zanzibar+Jezira+-aljazeera&source=bl&ots=y7EiV-iQqW&sig=ACfU3U0qxIh8mw4O5kZmA5RxSvxXYTtrOw&hl=en&sa=X&ved=2ahUKEwi09ZKutenpAhXBaN4KHaUcBFUQ6AEwAXoECAkQAQ#v=onepage&q=zanzibar%20Jezira%20-aljazeera&f=false,https://en.wikipedia.org/wiki/Zanzibar_Archipelago,https://zh.wikipedia.org/wiki/%E6%A1%91%E7%BB%99%E5%B7%B4%E5%B0%94%E7%BE%A4%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,14369,4156,-5.9373,39.3316,7.00,Point,Feature
慢八撒,Mànbāsā,[transliteration from Arabic],蒙巴萨,Mombasa,,,,Kenya,town,,,http://www.world10k.com/blog/?p=1244,https://en.wikipedia.org/wiki/Mombasa,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,14129,3771,-4.0578,39.6757,,Point,Feature
任不知溜,rènbùzhīliū,Nobody Knows Slip,,Lhaviyani Atoll,,"Fadiffolu Atoll, Faadhippolhu Atoll",,Maldives,island,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ&pg=198#v=onepage&q&f=false,,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,14011,2658,5.3763,73.5128,,Point,Feature
加異城,Jiāyìchéng,Kayal [transliteration from Tamil] City,加異勒,Kayalpatanam,,"Kayal, Korkai, Jiayile",,India,town,,"2,4,6",http://www.world10k.com/blog/?p=1183,https://en.wikipedia.org/wiki/Kayalpatnam,https://zh.wikipedia.org/wiki/%E5%8D%A1%E8%80%B6%E5%B0%94%E5%B8%95%E8%92%82%E7%BA%B3%E5%A7%86,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13984,1026,8.5664,78.1164,,Point,Feature
起答兒,Qǐdáer,Start Answer Child,曼達島,Manda Island,,,,Kenya,town,,,http://www.world10k.com/blog/?p=1284,https://en.wikipedia.org/wiki/Manda_Island,https://zh.wikipedia.org/wiki/%E6%9B%BC%E9%81%94%E5%B3%B6,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13940,4118,-2.2667,40.9667,,Point,Feature
芝蘭,Zhīlán,Fungus Orchid,吉登伯勒姆,Chidambaram,,,,India,town,,,http://www.world10k.com/blog/?p=1405,https://en.wikipedia.org/wiki/Chidambaram,https://zh.wikipedia.org/wiki/%E5%90%89%E7%99%BB%E4%BC%AF%E5%8B%92%E5%A7%86,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13805,768,11.4000,79.7000,,Point,Feature
葛得兒風,Gédéerfēng,"[transliteration from ancient Italian ""guarda fui""]",瓜達富伊角,Cape Guardafui,,,,Somalia,peninsula,,,http://www.world10k.com/blog/?p=1164,https://en.wikipedia.org/wiki/Cape_Guardafui,https://zh.wikipedia.org/wiki/%E7%93%9C%E9%81%94%E5%AF%8C%E4%BC%8A%E8%A7%92,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13800,3378,11.8167,51.2500,,Point,Feature
甘巴里頭,Gānbālǐtóu,[transliteration],科摩林角,Kanyakumari,,"Cape Comorin, Gambari",,India,peninsula,,"2,6",http://www.world10k.com/blog/?p=1160,https://en.wikipedia.org/wiki/Kanyakumari,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13782,1450,8.0840,77.5460,,Point,Feature
起來溜,Qǐláiliū,[transliteration],喀雷,Kelaa,,"Kelai, Tiladummati Atoll",,Maldives,island,,,http://www.world10k.com/blog/?p=1284,https://en.wikipedia.org/wiki/Kelaa_(Haa_Alif_Atoll),,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13619,2804,6.9597,73.2128,,Point,Feature
麻裡溪溜,Málǐxīliū,[transliteration],米尼科伊島,Minicoy Island,,Maliku,,India,island,北辰二指一角,,http://hk.crntt.com/crn-webapp/doc/docDetailCreate.jsp?coluid=0&kindid=0&docid=100018614,https://en.wikipedia.org/wiki/Minicoy,https://zh.wikipedia.org/wiki/%E7%B1%B3%E5%B0%BC%E7%A7%91%E4%BC%8A%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13595,2272,8.2750,73.0500,2.25,Point,Feature
第一赤泥,Dìyīchìní,First Red Mud,特里凡得琅,Thiruvananthapuram,,Trivandrum,,India,town,,,http://www.world10k.com/blog/?p=1135,https://en.wikipedia.org/wiki/Thiruvananthapuram,https://zh.wikipedia.org/wiki/%E7%89%B9%E9%87%8C%E5%87%A1%E5%BE%97%E7%90%85,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13585,1369,8.4880,76.9530,,Point,Feature
木魯旺 (卜剌哇),Mùlǔwàng (Boláwa),[transliteration],巴拉韋,Barawa,,"Barawe, Brava",,Somalia,town,,,http://www.world10k.com/blog/?p=1261,https://en.wikipedia.org/wiki/Barawa,https://zh.wikipedia.org/wiki/%E5%B7%B4%E6%8B%89%E9%9F%A6,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13575,3958,1.1133,44.0303,,Point,Feature
不剌哇,Bùláwa,[transliteration],巴拉韋,Barawa,,"Barawe, Brava",,Somalia,town,華蓋八指,"5,6,7",http://www.world10k.com/blog/?p=1106,https://en.wikipedia.org/wiki/Barawa,https://zh.wikipedia.org/wiki/%E5%B7%B4%E6%8B%89%E9%9F%A6,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13509,3607,1.1142,44.0213,8.00,Point,Feature
買列補,Mǎilièbǔ,[transliteration],麥拉坡,Mylapore,,,,India,town,,,http://www.world10k.com/blog/?p=1243,https://en.wikipedia.org/wiki/Mylapore,https://zh.wikipedia.org/wiki/%E9%BA%A5%E6%8B%89%E5%9D%A1,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13476,718,13.0336,80.2687,,Point,Feature
小葛蘭,Xiǎogélán,[transliteration],奎隆,Kollam,,Quilon,,India,town,,"1,2,3,7",http://www.world10k.com/blog/?p=2255,https://en.wikipedia.org/wiki/Kollam,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,35,13468,1085,8.8800,76.6000,,Point,Feature
木骨都束,Mùgǔdōushù,[transliteration],摩加迪休,Mogadishu,,,,Somalia,town,北辰二指一角,"5,6,7",http://www.world10k.com/blog/?p=1261,https://en.wikipedia.org/wiki/Mogadishu,https://zh.wikipedia.org/wiki/%E6%91%A9%E5%8A%A0%E8%BF%AA%E4%BC%91,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,13236,3916,2.0333,45.3333,2.25,Point,Feature
沙里八丹,Shālǐbādān,[transliteration],纳加帕蒂南,Nagapattinam,,"Nagapatnam, Cholakula Vallipattinam",,India,town,,,http://www.world10k.com/blog/?p=1300,https://en.wikipedia.org/wiki/Chola_Nadu,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,13190,729,10.7700,79.8300,,Point,Feature
短知蛮 (短知蠻),Duǎnzhīmán,Short Knowledge Man,阿勒皮,Alappuzha,,Alleppey,,India,town,,,http://www.world10k.com/blog/?p=1146,https://en.wikipedia.org/wiki/Alappuzha,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,13188,1064,9.4900,76.3300,,Point,Feature
抹兒幹別,Mǒérgànbié,[transliteration from Arabic],馬伯爾角,Ras Ma'bar,,"Morro Khebir, Ras Mabber",,Somalia,peninsula,,,http://www.world10k.com/blog/?p=1259,https://en.wikipedia.org/wiki/Bayla,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,12961,3990,9.4734,50.8275,,Point,Feature
俱里都利,Jùlǐdōulì,[transliteration],斯里卡庫拉姆,Srikakulam,,Chicacole,,India,town,,,http://www.world10k.com/blog/?p=1208,https://en.wikipedia.org/wiki/Srikakulam,https://zh.wikipedia.org/wiki/%E6%96%AF%E9%87%8C%E5%8D%A1%E5%BA%93%E6%8B%89%E5%A7%86,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,12896,839,18.3000,83.9000,,Point,Feature
柯枝國,Kēzhīguó,[transliteration],科契,Kochi,科欽，國貞,Cochin,,India,town,三指一角,"2,3,4,5,6",http://www.world10k.com/blog/?p=1211,https://en.wikipedia.org/wiki/Kochi,https://zh.wikipedia.org/wiki/%E7%A7%91%E5%A5%91,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,12830,1488,9.9700,76.2800,3.25,Point,Feature
辛剌高㟁,Xīnlágāoàn,[transliteration],鎖納兒港,Sonargaon,,Sounagoura,,Bangladesh,town,,7,http://www.world10k.com/blog/?p=1367,https://en.wikipedia.org/wiki/Sonargaon,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,12800,386,23.6475,90.5978,,Point,Feature
加平年溜,Jiāpíngniánliū,[transliteration],格爾貝尼島,Kalpeni Island,,Gapingnian Passage,,India,island,北辰三指,,http://www.world10k.com/blog/?p=1184,https://en.wikipedia.org/wiki/Kalpeni,https://zh.wikipedia.org/wiki/%E6%A0%BC%E5%B0%94%E8%B4%9D%E5%B0%BC%E5%B2%9B,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,12595,2690,10.0900,73.6400,3.00,Point,Feature
龍牙葛,Lóngyágé,[transliteration],,Nagavali River,,Langulya River,,India,water body,,,https://books.google.com.hk/books?id=DjQ9AAAAIAAJ,https://en.wikipedia.org/wiki/Nagavali_River,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,12538,972,18.3420,84.1210,,Point,Feature
剌思那呵,Lásīnàhē,Obstinate Thought That Shout,,Ras Assuad,,,,Somalia,peninsula,,,http://www.world10k.com/blog/?p=1214,https://de.wikipedia.org/wiki/Ras_Assuad,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,12329,3932,4.5636,48.0861,,Point,Feature
加寧八丹,Jiāníngbādān,[transliteration],卡林加帕塔姆,Kalingapatnam,,Kalingapatana ,,India,town,,,http://www.world10k.com/blog/?p=1184,https://en.wikipedia.org/wiki/Kalingapatnam,,https://loc.gov/resource/g7821rm.gct00058/?sp=18,36,12282,1128,18.3420,84.1210,,Point,Feature
